sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,age_group
oui,aucun,Provence-Alpes-Côte d’Azur,non,2999,célibataire,,0.31,,1396.72,500.0,30-44
oui,master,regions_industrielles,oui,2348,célibataire,2.0,0.51,448.0,1508.04,4759.946047931218,18-29
non,master,regions_touristiques_services,oui,2075,,1.0,0.14,,5000.0,500.0,18-29
non,doctorat,regions_touristiques_services,oui,1685,marié,4.0,0.3,643.0,10000.0,8636.79294278348,18-29
non,bac,regions_touristiques_services,oui,2869,divorcé,,0.28,,5000.0,500.0,60+
oui,aucun,region_parisienne,oui,5060,,,0.96,444.0,1390.71,23725.55281337622,60+
oui,aucun,regions_touristiques_services,non,1331,,,0.63,699.0,,500.0,30-44
oui,aucun,region_parisienne,non,2637,célibataire,,0.32,,5000.0,500.0,45-59
non,bac,region_parisienne,oui,3029,divorcé,,0.2,,,8910.279919978962,60+
oui,aucun,regions_touristiques_services,oui,1487,célibataire,3.0,0.61,550.0,,500.0,18-29
oui,aucun,regions_industrielles,oui,1975,divorcé,4.0,0.2,,5000.0,500.0,30-44
oui,aucun,regions_touristiques_services,oui,1872,marié,,0.69,,5000.0,500.0,60+
non,bac+2,regions_tertiaires,non,4059,,1.0,0.82,,,500.0,45-59
oui,bac+2,regions_touristiques_services,non,500,célibataire,,0.44,,699.15,500.0,30-44
non,aucun,regions_tertiaires,oui,3509,célibataire,0.0,0.02,744.0,10000.0,500.0,30-44
non,doctorat,Provence-Alpes-Côte d’Azur,non,3003,,5.0,0.34,,676.96,26649.02967602682,60+
non,master,Provence-Alpes-Côte d’Azur,oui,1915,marié,3.0,0.64,493.0,5000.0,18028.991851950024,18-29
oui,doctorat,regions_tertiaires,non,3229,célibataire,,0.87,,,30346.12334812744,60+
oui,bac+2,regions_industrielles,non,4140,veuf,4.0,0.94,,10000.0,828.5931393066742,30-44
non,bac+2,Provence-Alpes-Côte d’Azur,oui,4392,veuf,,0.19,,,9862.615767813557,60+
non,aucun,regions_touristiques_services,oui,1933,divorcé,2.0,0.09,,5000.0,500.0,30-44
oui,master,regions_industrielles,oui,2406,,,0.7,511.0,5000.0,6294.336841708063,18-29
non,doctorat,regions_touristiques_services,oui,1889,veuf,,0.85,,438.31,500.0,30-44
oui,master,region_parisienne,oui,1524,célibataire,5.0,0.09,,10000.0,20229.357657695746,30-44
non,aucun,regions_industrielles,non,2053,,,0.71,810.0,889.81,500.0,45-59
oui,master,region_parisienne,non,1872,,2.0,0.33,321.0,10000.0,25731.459876239493,30-44
oui,doctorat,region_parisienne,non,2694,,,0.78,,,45130.2789631342,18-29
oui,doctorat,regions_tertiaires,non,2489,célibataire,,0.66,,,13313.318582046735,60+
non,bac+2,Provence-Alpes-Côte d’Azur,oui,1890,marié,,0.01,661.0,452.79,500.0,60+
oui,bac,regions_touristiques_services,oui,500,divorcé,5.0,0.2,420.0,5000.0,500.0,60+
oui,master,region_parisienne,non,1552,célibataire,,0.23,496.0,722.88,31396.49181776067,60+
non,bac+2,regions_touristiques_services,oui,4145,divorcé,5.0,0.56,,5000.0,500.0,30-44
non,master,regions_industrielles,non,2411,veuf,,0.16,407.0,10000.0,21703.552462423624,18-29
non,bac,regions_tertiaires,non,1515,célibataire,4.0,0.95,831.0,10000.0,500.0,45-59
oui,doctorat,region_parisienne,non,1808,veuf,3.0,0.42,,,39972.446769433605,60+
oui,doctorat,region_parisienne,oui,5066,,2.0,0.88,,,31279.742991111896,30-44
oui,master,region_parisienne,non,2755,célibataire,0.0,0.32,801.0,875.05,33204.5400367384,60+
non,master,regions_touristiques_services,non,500,célibataire,,0.47,,10000.0,15178.430230121532,45-59
non,bac,regions_touristiques_services,non,1986,divorcé,,0.75,362.0,5000.0,500.0,30-44
non,bac+2,Provence-Alpes-Côte d’Azur,oui,2375,divorcé,,0.03,356.0,,6533.493722478406,30-44
non,bac+2,regions_industrielles,oui,1522,divorcé,2.0,0.94,,,500.0,45-59
oui,bac,regions_industrielles,oui,1178,célibataire,,0.18,,,500.0,60+
oui,aucun,regions_touristiques_services,non,500,veuf,,0.95,,5000.0,500.0,60+
non,master,regions_touristiques_services,oui,2986,,,0.8,,10000.0,500.0,60+
oui,master,regions_touristiques_services,oui,1981,célibataire,2.0,0.94,653.0,10000.0,500.0,30-44
oui,master,regions_touristiques_services,oui,1929,,,0.69,,,500.0,60+
non,aucun,Provence-Alpes-Côte d’Azur,non,4687,divorcé,,0.75,644.0,1204.43,500.0,60+
non,master,regions_tertiaires,oui,4280,,,0.77,,5000.0,500.0,18-29
oui,aucun,regions_touristiques_services,non,2173,célibataire,,0.46,693.0,1086.19,3763.365375700911,30-44
non,bac+2,region_parisienne,non,4628,célibataire,,0.78,,704.03,24566.58607165321,60+
non,bac+2,regions_industrielles,oui,4797,,0.0,0.58,663.0,5000.0,9911.22582326303,30-44
non,aucun,regions_touristiques_services,non,3624,divorcé,0.0,0.86,,5000.0,500.0,18-29
non,bac,regions_tertiaires,non,1787,marié,,0.44,765.0,10000.0,500.0,30-44
oui,bac+2,regions_touristiques_services,oui,2836,veuf,1.0,0.15,,5000.0,500.0,30-44
non,doctorat,regions_tertiaires,non,4466,divorcé,2.0,0.34,369.0,5000.0,26843.61226337767,18-29
non,doctorat,regions_touristiques_services,non,500,célibataire,5.0,0.98,,5000.0,500.0,45-59
non,doctorat,regions_tertiaires,oui,2476,célibataire,,0.36,485.0,10000.0,14320.295219647898,60+
oui,bac,regions_tertiaires,oui,3258,marié,4.0,0.86,550.0,5000.0,21421.379721887948,18-29
oui,bac,regions_industrielles,non,2974,célibataire,5.0,0.78,,5000.0,14974.19121062256,18-29
non,bac,regions_touristiques_services,non,500,veuf,,0.35,,10000.0,500.0,30-44
oui,aucun,regions_tertiaires,oui,3145,marié,1.0,0.57,621.0,971.08,500.0,45-59
oui,master,regions_tertiaires,oui,2513,veuf,1.0,0.85,,10000.0,15466.498817494508,45-59
non,aucun,region_parisienne,non,4483,célibataire,4.0,0.9,804.0,,23580.485140549903,60+
non,master,regions_tertiaires,oui,1372,marié,,0.85,311.0,548.34,500.0,60+
oui,master,regions_touristiques_services,oui,1191,marié,3.0,0.93,,,500.0,18-29
oui,doctorat,region_parisienne,non,2374,célibataire,0.0,0.46,816.0,10000.0,31540.66438672988,45-59
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,4000,marié,,0.73,,,500.0,45-59
non,bac,regions_tertiaires,oui,2163,veuf,,0.91,,10000.0,500.0,45-59
oui,doctorat,Provence-Alpes-Côte d’Azur,non,2406,divorcé,4.0,0.28,,,33581.25319432047,60+
oui,master,regions_touristiques_services,non,1488,divorcé,,0.27,,,25567.82025045327,60+
oui,bac,regions_tertiaires,non,3517,,,0.53,544.0,,3770.4664092956295,30-44
oui,doctorat,regions_tertiaires,oui,2407,marié,2.0,0.66,,5000.0,4658.501555863989,60+
oui,master,Provence-Alpes-Côte d’Azur,non,1808,marié,5.0,0.95,,10000.0,35199.24968214522,18-29
oui,aucun,Provence-Alpes-Côte d’Azur,oui,1217,veuf,,0.39,655.0,,500.0,45-59
non,aucun,regions_tertiaires,oui,2414,veuf,0.0,0.42,623.0,5000.0,500.0,18-29
oui,master,regions_touristiques_services,oui,3742,veuf,,0.25,525.0,781.93,500.0,45-59
non,bac+2,region_parisienne,non,3836,veuf,0.0,0.2,,,14931.5320834179,60+
oui,aucun,regions_touristiques_services,oui,3994,divorcé,0.0,0.91,443.0,,500.0,30-44
non,bac+2,regions_tertiaires,oui,2989,divorcé,4.0,0.04,595.0,5000.0,12229.95280457813,60+
oui,aucun,Provence-Alpes-Côte d’Azur,oui,500,marié,,0.86,,457.37,500.0,45-59
oui,doctorat,regions_tertiaires,non,954,veuf,3.0,0.65,580.0,,32459.69464009423,45-59
oui,bac,regions_tertiaires,oui,1847,marié,,0.44,,789.75,500.0,60+
non,bac,Provence-Alpes-Côte d’Azur,oui,3776,,2.0,0.98,608.0,,12526.507075535286,60+
non,aucun,region_parisienne,non,500,célibataire,,0.56,637.0,682.02,500.0,45-59
non,aucun,regions_touristiques_services,oui,2224,divorcé,,0.92,,5000.0,1407.8691143482913,60+
oui,master,regions_touristiques_services,oui,1187,marié,,0.14,,10000.0,5320.129056698557,60+
oui,doctorat,region_parisienne,oui,1833,,1.0,0.43,,783.96,22104.480358947632,18-29
oui,master,regions_tertiaires,non,2361,divorcé,,0.86,557.0,10000.0,22933.21627026551,18-29
oui,bac,regions_touristiques_services,non,3917,marié,,0.05,659.0,5000.0,500.0,60+
oui,bac,regions_touristiques_services,oui,3473,,,0.02,730.0,10000.0,8481.375380806485,18-29
oui,bac+2,regions_touristiques_services,oui,2771,marié,5.0,0.67,750.0,,500.0,60+
non,bac+2,regions_tertiaires,oui,2103,veuf,4.0,0.59,,856.01,10051.55635890977,60+
non,doctorat,regions_tertiaires,non,1233,célibataire,0.0,0.38,431.0,,21868.545933568254,18-29
non,aucun,region_parisienne,oui,2372,divorcé,,0.38,,,500.0,30-44
non,bac,regions_touristiques_services,oui,1691,divorcé,4.0,0.86,,5000.0,500.0,18-29
non,bac,regions_industrielles,oui,1889,,,0.63,,10000.0,500.0,45-59
non,doctorat,regions_industrielles,oui,1895,,2.0,0.64,514.0,5000.0,500.0,45-59
non,master,regions_touristiques_services,non,531,divorcé,,0.53,480.0,5000.0,8950.288958770454,45-59
oui,doctorat,region_parisienne,oui,3568,célibataire,,0.44,574.0,5000.0,31302.518701116813,60+
non,aucun,regions_touristiques_services,oui,3828,divorcé,,0.49,,10000.0,500.0,45-59
oui,aucun,region_parisienne,non,3401,divorcé,0.0,0.9,789.0,10000.0,29666.38886169505,60+
non,aucun,region_parisienne,non,1046,marié,,0.74,395.0,1204.27,500.0,18-29
non,bac,regions_touristiques_services,non,4522,,2.0,0.26,534.0,,500.0,18-29
non,doctorat,regions_touristiques_services,non,3329,,4.0,0.68,701.0,10000.0,29571.190441546645,18-29
oui,bac+2,regions_touristiques_services,non,5954,veuf,5.0,0.32,,10000.0,9747.12238551886,30-44
oui,aucun,regions_touristiques_services,non,5677,veuf,,0.9,352.0,5000.0,500.0,60+
non,master,regions_touristiques_services,oui,1293,marié,,0.52,812.0,10000.0,500.0,18-29
oui,master,regions_touristiques_services,non,2490,marié,,0.2,,511.73,500.0,45-59
non,master,Provence-Alpes-Côte d’Azur,non,3725,,,0.43,,,30506.79091470309,45-59
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3582,divorcé,,0.13,,10000.0,21656.705288511614,30-44
non,bac+2,regions_touristiques_services,oui,2349,célibataire,,0.31,,,3475.292708429306,30-44
oui,bac,regions_tertiaires,oui,4780,,,0.81,788.0,,22786.535751279083,30-44
oui,bac+2,regions_tertiaires,oui,500,veuf,1.0,0.96,561.0,429.38,10222.903479506209,60+
oui,aucun,regions_industrielles,non,2976,célibataire,2.0,0.91,491.0,10000.0,500.0,30-44
non,bac,regions_touristiques_services,non,3126,célibataire,2.0,0.66,,5000.0,12133.434758795634,45-59
non,bac+2,Provence-Alpes-Côte d’Azur,non,2599,divorcé,3.0,0.08,,1226.34,24111.650847522527,45-59
oui,master,regions_tertiaires,non,2121,célibataire,3.0,0.52,536.0,5000.0,16707.320410262688,60+
oui,doctorat,regions_touristiques_services,oui,2199,célibataire,,0.91,535.0,5000.0,500.0,45-59
non,bac,regions_industrielles,oui,1895,,4.0,0.38,590.0,5000.0,500.0,30-44
non,bac,regions_industrielles,oui,1371,célibataire,,0.64,,10000.0,500.0,45-59
non,doctorat,regions_touristiques_services,non,3178,marié,,0.44,,,10190.207082333322,30-44
non,doctorat,regions_touristiques_services,non,1085,marié,1.0,0.87,,5000.0,500.0,60+
non,doctorat,regions_touristiques_services,non,3100,,5.0,0.32,,5000.0,12870.396799192902,30-44
oui,doctorat,region_parisienne,oui,2070,marié,2.0,0.01,782.0,10000.0,5333.960879065305,60+
oui,doctorat,regions_touristiques_services,non,4116,divorcé,,0.08,,,43237.44413660659,45-59
non,bac+2,regions_touristiques_services,non,3301,,,0.85,,987.48,500.0,30-44
non,doctorat,regions_touristiques_services,oui,1814,divorcé,4.0,0.77,,425.13,5861.601369813137,45-59
non,master,regions_industrielles,oui,2895,veuf,1.0,0.87,558.0,497.32,3691.353682371368,18-29
oui,aucun,regions_touristiques_services,non,1134,veuf,,0.93,,932.49,500.0,30-44
oui,bac+2,regions_tertiaires,non,2461,,2.0,0.25,,5000.0,13321.319313721186,60+
oui,master,regions_touristiques_services,oui,1518,,2.0,0.17,473.0,10000.0,20258.69713971608,30-44
non,bac,regions_touristiques_services,oui,2287,célibataire,1.0,0.7,817.0,10000.0,500.0,18-29
oui,bac,regions_industrielles,oui,2324,,5.0,0.54,,5000.0,500.0,45-59
non,aucun,regions_tertiaires,non,2989,,2.0,0.39,,,500.0,60+
oui,master,regions_touristiques_services,non,3086,divorcé,,1.0,302.0,,31670.335398632797,18-29
non,bac,regions_tertiaires,oui,3587,veuf,4.0,0.68,,10000.0,5624.842961073869,18-29
non,master,regions_tertiaires,oui,2189,célibataire,,0.63,,10000.0,500.0,18-29
oui,bac,regions_touristiques_services,non,2121,célibataire,3.0,0.65,301.0,10000.0,10090.280141473597,18-29
oui,bac+2,regions_tertiaires,non,2907,divorcé,,0.64,,5000.0,22790.56904739361,60+
oui,doctorat,regions_tertiaires,oui,2968,célibataire,0.0,0.65,,10000.0,500.0,18-29
non,master,regions_tertiaires,oui,1413,,5.0,0.58,,873.89,8398.433450596822,60+
oui,aucun,region_parisienne,non,2512,marié,,0.15,,10000.0,24858.58912508387,30-44
oui,bac,region_parisienne,oui,3011,,,0.6,,10000.0,16429.714267810396,60+
non,bac+2,regions_tertiaires,non,2404,veuf,,0.57,395.0,10000.0,500.0,45-59
oui,aucun,regions_touristiques_services,oui,1296,veuf,,0.6,635.0,10000.0,500.0,60+
non,master,region_parisienne,oui,1197,veuf,1.0,0.02,,5000.0,12046.957747907947,30-44
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,500,,2.0,0.45,,,21541.000792745766,18-29
non,master,regions_touristiques_services,oui,3542,marié,0.0,0.75,,,21249.6816805135,45-59
non,aucun,regions_touristiques_services,non,500,divorcé,4.0,0.2,,5000.0,500.0,60+
oui,bac,regions_tertiaires,oui,2011,marié,4.0,0.62,,,500.0,60+
oui,master,regions_tertiaires,non,679,,,0.54,704.0,5000.0,500.0,18-29
non,doctorat,regions_touristiques_services,non,3917,divorcé,0.0,0.91,479.0,10000.0,3687.2000423902095,18-29
oui,master,regions_touristiques_services,non,1376,,,0.62,834.0,,500.0,45-59
non,master,regions_touristiques_services,non,3210,,,0.21,,1019.91,9263.457047040934,18-29
oui,doctorat,regions_touristiques_services,oui,4141,marié,,0.12,461.0,5000.0,29714.971324441485,60+
oui,bac+2,Provence-Alpes-Côte d’Azur,non,2599,marié,,0.96,,,500.0,45-59
non,aucun,regions_tertiaires,non,2351,,,0.7,,10000.0,500.0,60+
non,aucun,regions_touristiques_services,oui,1362,,5.0,0.83,,,500.0,30-44
oui,doctorat,regions_touristiques_services,oui,3146,marié,4.0,0.27,,5000.0,14712.236943974063,45-59
non,bac,regions_tertiaires,non,2214,divorcé,1.0,0.21,502.0,,1434.4868463231576,30-44
oui,doctorat,regions_tertiaires,oui,1737,divorcé,,0.56,552.0,,24727.910347524048,60+
oui,bac+2,Provence-Alpes-Côte d’Azur,non,3849,veuf,,0.47,,716.14,38531.31065496543,18-29
non,doctorat,regions_tertiaires,non,500,,,1.0,597.0,1579.64,18893.94049952263,60+
non,bac+2,regions_touristiques_services,oui,2821,,5.0,0.53,615.0,10000.0,10327.666763148058,30-44
oui,bac+2,regions_tertiaires,non,1761,célibataire,,0.59,,10000.0,23625.094535198965,30-44
non,doctorat,regions_touristiques_services,oui,3095,marié,2.0,0.23,,,6704.007734065711,60+
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,3443,,,0.83,,5000.0,18647.06056678005,60+
non,aucun,regions_touristiques_services,non,2704,divorcé,,0.02,,484.54,500.0,60+
non,aucun,Provence-Alpes-Côte d’Azur,non,3334,,3.0,0.19,,703.82,500.0,18-29
non,doctorat,regions_touristiques_services,oui,3505,,,0.74,,5000.0,11631.259559968592,60+
non,master,Provence-Alpes-Côte d’Azur,non,2093,,2.0,0.48,503.0,10000.0,21984.782657532254,18-29
non,aucun,regions_touristiques_services,oui,1647,divorcé,0.0,0.41,631.0,10000.0,500.0,45-59
non,doctorat,regions_tertiaires,non,636,,2.0,0.07,,1274.01,25509.828333795755,30-44
non,doctorat,regions_industrielles,non,1545,veuf,2.0,0.88,,656.64,20007.60148801386,18-29
oui,doctorat,regions_industrielles,oui,1760,marié,,0.09,,,500.0,18-29
non,aucun,region_parisienne,oui,6149,,5.0,0.88,399.0,5000.0,500.0,30-44
oui,bac+2,regions_touristiques_services,non,625,,4.0,0.12,525.0,5000.0,25669.544147114568,60+
non,bac,regions_industrielles,oui,1713,divorcé,,0.23,,5000.0,500.0,60+
oui,aucun,regions_tertiaires,oui,4590,célibataire,5.0,0.85,,5000.0,500.0,60+
non,bac,regions_tertiaires,oui,4050,divorcé,,0.87,,330.17,500.0,18-29
non,bac+2,region_parisienne,oui,2748,divorcé,,0.63,,5000.0,9434.659540117997,60+
non,aucun,region_parisienne,oui,3818,,0.0,0.25,406.0,5000.0,6310.894952435596,60+
oui,master,region_parisienne,oui,2388,,,0.74,,920.1,26779.77125009917,45-59
oui,doctorat,regions_industrielles,oui,500,veuf,,0.94,583.0,5000.0,20052.53611447455,60+
oui,bac+2,regions_touristiques_services,oui,2302,divorcé,,0.04,,,500.0,45-59
non,bac,regions_industrielles,oui,500,veuf,,0.85,,10000.0,500.0,18-29
non,bac,regions_touristiques_services,oui,4769,célibataire,,0.57,,,4036.323974507442,60+
non,doctorat,regions_touristiques_services,oui,2844,célibataire,,0.31,698.0,498.67,500.0,60+
non,doctorat,regions_touristiques_services,non,3031,,,0.21,,5000.0,27494.043447307995,60+
non,master,regions_touristiques_services,non,1969,,4.0,0.97,825.0,,500.0,30-44
oui,aucun,regions_touristiques_services,non,1515,célibataire,,0.51,,1042.26,500.0,18-29
oui,bac+2,regions_touristiques_services,non,2477,marié,,0.98,,,500.0,45-59
non,aucun,regions_touristiques_services,non,2272,veuf,,0.48,,,3340.3206014360453,18-29
oui,master,regions_tertiaires,non,2844,célibataire,2.0,0.73,513.0,5000.0,7918.3760303489635,60+
non,master,regions_touristiques_services,oui,2403,célibataire,4.0,0.84,,10000.0,4652.61609834892,45-59
oui,bac,Provence-Alpes-Côte d’Azur,oui,2096,célibataire,,0.88,490.0,5000.0,500.0,30-44
non,bac,regions_industrielles,non,2170,marié,5.0,0.7,361.0,,2109.7498014256,60+
non,doctorat,regions_touristiques_services,non,1615,marié,5.0,0.11,,5000.0,11933.705374909388,45-59
oui,bac,regions_touristiques_services,oui,1430,,3.0,0.83,,,10662.337309807588,60+
oui,bac,regions_tertiaires,non,3821,veuf,,0.6,825.0,5000.0,22475.791534768337,60+
oui,doctorat,regions_touristiques_services,non,2004,,,0.84,785.0,5000.0,31746.36279552806,60+
non,bac,regions_touristiques_services,non,2671,célibataire,,0.9,,5000.0,500.0,30-44
oui,bac+2,regions_touristiques_services,oui,3294,veuf,4.0,0.74,,10000.0,20083.799078767785,18-29
non,master,regions_tertiaires,oui,2447,divorcé,4.0,0.54,,5000.0,17799.342438982523,30-44
non,aucun,regions_tertiaires,oui,2110,,,0.76,,5000.0,500.0,45-59
oui,doctorat,regions_industrielles,oui,1163,marié,,0.81,,1276.69,500.0,30-44
non,master,regions_tertiaires,non,2692,veuf,,0.94,,10000.0,23212.52965004251,30-44
oui,master,region_parisienne,non,2319,,4.0,0.19,,5000.0,7802.151982839824,30-44
non,aucun,Provence-Alpes-Côte d’Azur,oui,1434,divorcé,5.0,0.06,,5000.0,2758.344639080622,30-44
non,aucun,Provence-Alpes-Côte d’Azur,non,2904,marié,,0.95,368.0,,6653.182732057208,45-59
oui,doctorat,regions_touristiques_services,oui,3558,célibataire,4.0,0.12,774.0,,20479.891924403964,18-29
non,bac,regions_touristiques_services,non,1662,célibataire,,0.05,349.0,1170.58,10516.072100230283,30-44
oui,doctorat,regions_touristiques_services,non,2256,veuf,,0.52,837.0,895.01,710.9803736776076,45-59
oui,master,regions_touristiques_services,non,1324,veuf,5.0,0.64,,,13812.433639724204,18-29
non,doctorat,regions_touristiques_services,non,722,,,0.53,,10000.0,14732.231477075533,45-59
oui,master,regions_touristiques_services,non,4575,marié,5.0,0.66,,5000.0,35429.88270013368,18-29
non,bac+2,regions_touristiques_services,oui,2135,célibataire,0.0,0.17,433.0,5000.0,500.0,18-29
oui,doctorat,regions_touristiques_services,oui,3460,veuf,1.0,0.16,,,2691.7497447580117,18-29
oui,master,regions_touristiques_services,non,2601,célibataire,,0.78,507.0,10000.0,29911.72166286008,45-59
non,aucun,regions_tertiaires,oui,3250,veuf,,0.35,334.0,742.85,500.0,18-29
oui,doctorat,regions_industrielles,oui,1658,veuf,1.0,0.23,810.0,5000.0,500.0,60+
oui,aucun,regions_industrielles,non,3686,veuf,0.0,0.86,,,6187.566829254596,18-29
non,bac+2,regions_tertiaires,oui,2591,,,0.16,,5000.0,500.0,60+
non,aucun,Provence-Alpes-Côte d’Azur,oui,3206,célibataire,0.0,0.15,,5000.0,3772.281134117141,45-59
non,bac,Provence-Alpes-Côte d’Azur,non,2917,veuf,4.0,0.95,,10000.0,22358.420336895884,45-59
non,bac,regions_tertiaires,non,2736,veuf,,0.28,,10000.0,500.0,30-44
non,aucun,regions_touristiques_services,non,2108,marié,,0.83,565.0,,9245.067939372077,60+
non,bac,region_parisienne,non,2259,divorcé,,0.65,,,500.0,30-44
non,bac,regions_industrielles,oui,500,,3.0,0.86,,10000.0,500.0,30-44
non,bac,regions_touristiques_services,non,1316,célibataire,,0.68,579.0,737.95,11205.575884144166,18-29
oui,bac+2,regions_tertiaires,non,2715,,,0.66,738.0,,31578.795246980608,45-59
oui,doctorat,regions_touristiques_services,oui,2611,,4.0,0.48,720.0,,13080.390952444215,60+
non,bac,regions_tertiaires,non,3457,marié,2.0,0.79,,5000.0,500.0,60+
non,bac+2,regions_touristiques_services,non,3587,marié,4.0,0.33,,956.77,500.0,45-59
oui,master,region_parisienne,non,4318,marié,2.0,0.29,313.0,,12444.18000177468,18-29
non,aucun,regions_tertiaires,non,3656,,,0.95,,1080.03,500.0,30-44
