,age,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
1182,22,non,bac+2,Corse,non,1589,marié,0.87,5000.0,500.0
1183,24,non,master,Auvergne-Rhône-Alpes,non,4420,marié,0.2,5000.0,28880.364881321628
1184,31,non,aucun,Occitanie,non,3089,marié,0.38,10000.0,500.0
1185,41,non,aucun,Bretagne,oui,2932,divorcé,0.96,5175.89104031576,500.0
1186,63,oui,bac+2,Corse,oui,2012,marié,0.55,10000.0,3353.4330106364587
1187,21,non,bac,Corse,non,5080,marié,0.01,5175.89104031576,13703.88297040526
1188,45,non,master,Bretagne,non,2146,veuf,0.74,961.08,500.0
1189,37,oui,bac,Auvergne-Rhône-Alpes,non,3817,marié,0.01,5175.89104031576,18514.6712685514
1190,69,oui,doctorat,Île-de-France,non,1230,divorcé,0.17,5000.0,24435.34008926936
1191,38,non,bac+2,Provence-Alpes-Côte d’Azur,oui,3721,célibataire,0.02,624.45,500.0
1192,30,non,aucun,Normandie,oui,5518,marié,0.98,5000.0,500.0
1193,68,non,bac+2,Corse,oui,2838,célibataire,0.22,1169.92,500.0
1194,50,oui,bac+2,Île-de-France,non,611,marié,0.36,5175.89104031576,24044.07796101801
1195,34,oui,doctorat,Auvergne-Rhône-Alpes,oui,2294,veuf,0.44,319.02,8691.443157660575
1196,33,oui,bac+2,Normandie,non,2722,divorcé,0.45,585.12,500.0
1197,27,oui,doctorat,Normandie,oui,3444,célibataire,0.46,5175.89104031576,500.0
1198,56,non,bac,Île-de-France,non,3006,divorcé,0.9,10000.0,15057.705965667948
1199,39,non,bac+2,Bretagne,non,3466,célibataire,0.96,5175.89104031576,21061.9901881809
1200,28,oui,aucun,Auvergne-Rhône-Alpes,oui,2542,veuf,0.99,5175.89104031576,599.2826027812608
1201,66,non,bac,Occitanie,non,4109,divorcé,0.67,648.15,500.0
1202,70,non,aucun,Normandie,non,3578,veuf,0.75,5000.0,6622.300339722123
1203,59,oui,aucun,Île-de-France,oui,864,veuf,0.76,270.52,500.0
1204,50,oui,doctorat,Île-de-France,non,2661,veuf,0.47,10000.0,11383.645355092256
1205,19,oui,doctorat,Hauts-de-France,oui,4354,marié,0.61,5000.0,22511.217794679647
1206,30,non,master,Bretagne,oui,2998,célibataire,0.67,414.98,20741.37874908
1207,39,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,534,célibataire,0.87,5000.0,19635.997764467586
1208,31,oui,master,Île-de-France,oui,500,marié,0.71,5175.89104031576,19517.82898274985
1209,20,non,doctorat,Auvergne-Rhône-Alpes,oui,1992,veuf,0.29,10000.0,12835.57639516452
1210,65,non,doctorat,Hauts-de-France,non,2612,veuf,0.64,862.2,500.0
1211,63,non,master,Corse,oui,1741,divorcé,0.34,583.77,500.0
1212,48,non,master,Provence-Alpes-Côte d’Azur,non,1464,marié,0.79,262.1,21641.76434350072
1213,19,non,master,Auvergne-Rhône-Alpes,non,4000,célibataire,0.18,5000.0,30733.79516709794
1214,18,oui,bac,Normandie,non,1751,célibataire,0.44,5000.0,500.0
1215,19,non,doctorat,Normandie,oui,2561,célibataire,0.99,10000.0,19516.817267980667
1216,63,oui,bac+2,Auvergne-Rhône-Alpes,non,555,célibataire,0.4,5175.89104031576,18978.120835594247
1217,34,oui,bac,Normandie,oui,4479,célibataire,0.67,10000.0,500.0
1218,26,non,aucun,Bretagne,non,4065,marié,0.97,10000.0,4496.717317037311
1219,58,oui,master,Provence-Alpes-Côte d’Azur,non,621,célibataire,0.24,858.44,2504.610141047304
1220,49,oui,aucun,Hauts-de-France,oui,4489,célibataire,0.2,10000.0,505.5993852115245
1221,44,non,aucun,Hauts-de-France,oui,1815,veuf,0.96,10000.0,500.0
1222,27,oui,master,Auvergne-Rhône-Alpes,oui,1429,marié,0.33,5175.89104031576,7658.449239506435
1223,23,oui,bac,Occitanie,oui,1751,veuf,0.59,402.6,550.3920627687447
1224,49,non,master,Occitanie,oui,1072,célibataire,0.1,5175.89104031576,500.0
1225,49,non,master,Auvergne-Rhône-Alpes,non,1379,marié,0.21,10000.0,500.0
1226,35,non,bac,Bretagne,non,3322,divorcé,0.8,5175.89104031576,500.0
1227,55,non,bac+2,Normandie,oui,1588,veuf,0.33,5175.89104031576,5341.028968337724
1228,50,non,bac,Normandie,oui,3164,divorcé,0.05,5000.0,500.0
1229,63,oui,aucun,Hauts-de-France,oui,1787,marié,0.2,857.8,500.0
1230,51,non,master,Provence-Alpes-Côte d’Azur,oui,3853,veuf,0.42,10000.0,500.0
1231,33,non,master,Occitanie,non,2088,marié,0.32,10000.0,16003.19484055718
1232,73,oui,bac+2,Normandie,non,647,marié,0.11,5000.0,13005.741673146224
1233,67,oui,aucun,Corse,non,4309,divorcé,0.18,5175.89104031576,8504.257979295746
1234,34,oui,bac+2,Provence-Alpes-Côte d’Azur,non,1656,célibataire,0.56,1143.27,500.0
1235,66,oui,aucun,Occitanie,non,4060,veuf,0.69,783.31,21026.94915554756
1236,69,non,doctorat,Auvergne-Rhône-Alpes,oui,2890,marié,0.69,559.04,13076.406874422384
1237,20,non,aucun,Corse,non,2230,divorcé,0.55,5175.89104031576,500.0
1238,64,oui,bac+2,Île-de-France,oui,646,célibataire,0.14,1032.1,7129.175527268493
1239,22,non,aucun,Corse,oui,743,divorcé,0.45,490.82,500.0
1240,61,oui,bac+2,Corse,non,2633,marié,0.07,5175.89104031576,500.0
1241,55,oui,doctorat,Hauts-de-France,non,3120,veuf,0.76,5175.89104031576,28648.772767630267
1242,49,oui,bac+2,Auvergne-Rhône-Alpes,oui,4324,divorcé,0.93,5175.89104031576,500.0
1243,57,non,bac,Provence-Alpes-Côte d’Azur,non,500,célibataire,0.81,5000.0,500.0
1244,75,oui,bac+2,Provence-Alpes-Côte d’Azur,non,3724,célibataire,0.89,806.42,3153.2237902978586
1245,67,oui,bac+2,Hauts-de-France,non,2840,veuf,0.71,5175.89104031576,12743.034821945816
1246,70,non,bac,Île-de-France,oui,789,marié,0.37,5175.89104031576,500.0
1247,69,non,bac+2,Île-de-France,oui,620,célibataire,0.88,10000.0,500.0
1248,32,non,aucun,Normandie,oui,2349,veuf,0.8,10000.0,500.0
1249,75,oui,aucun,Bretagne,oui,4963,divorcé,0.46,331.03,13331.74594014329
1250,63,oui,doctorat,Auvergne-Rhône-Alpes,oui,1338,marié,0.23,5175.89104031576,13235.87926350807
1251,67,oui,master,Hauts-de-France,oui,3007,marié,0.03,10000.0,23211.60862584896
1252,43,non,bac+2,Corse,oui,1878,divorcé,0.69,869.89,500.0
1253,45,non,bac+2,Hauts-de-France,oui,2117,marié,0.85,5175.89104031576,500.0
1254,24,non,master,Île-de-France,non,3303,célibataire,0.09,10000.0,29119.90473661206
1255,34,oui,aucun,Provence-Alpes-Côte d’Azur,non,2999,célibataire,0.31,1396.72,500.0
1256,18,oui,master,Hauts-de-France,oui,2348,célibataire,0.51,1508.04,4759.946047931218
1257,20,non,master,Auvergne-Rhône-Alpes,oui,2075,marié,0.14,5000.0,500.0
1258,22,non,doctorat,Occitanie,oui,1685,marié,0.3,10000.0,8636.79294278348
1259,62,non,bac,Corse,oui,2869,divorcé,0.28,5000.0,500.0
1260,65,oui,aucun,Île-de-France,oui,5060,marié,0.96,1390.71,23725.55281337622
1261,32,oui,aucun,Corse,non,1331,marié,0.63,5175.89104031576,500.0
1262,50,oui,aucun,Île-de-France,non,2637,célibataire,0.32,5000.0,500.0
1263,67,non,bac,Île-de-France,oui,3029,divorcé,0.2,5175.89104031576,8910.279919978962
1264,29,oui,aucun,Occitanie,oui,1487,célibataire,0.61,5175.89104031576,500.0
1265,32,oui,aucun,Hauts-de-France,oui,1975,divorcé,0.2,5000.0,500.0
1266,73,oui,aucun,Corse,oui,1872,marié,0.69,5000.0,500.0
1267,55,non,bac+2,Bretagne,non,4059,marié,0.82,5175.89104031576,500.0
1268,36,oui,bac+2,Auvergne-Rhône-Alpes,non,500,célibataire,0.44,699.15,500.0
1269,41,non,aucun,Normandie,oui,3509,célibataire,0.02,10000.0,500.0
1270,72,non,doctorat,Provence-Alpes-Côte d’Azur,non,3003,marié,0.34,676.96,26649.02967602682
1271,27,non,master,Provence-Alpes-Côte d’Azur,oui,1915,marié,0.64,5000.0,18028.991851950024
1272,61,oui,doctorat,Normandie,non,3229,célibataire,0.87,5175.89104031576,30346.12334812744
1273,45,oui,bac+2,Hauts-de-France,non,4140,veuf,0.94,10000.0,828.5931393066742
1274,68,non,bac+2,Provence-Alpes-Côte d’Azur,oui,4392,veuf,0.19,5175.89104031576,9862.615767813557
1275,42,non,aucun,Occitanie,oui,1933,divorcé,0.09,5000.0,500.0
1276,19,oui,master,Hauts-de-France,oui,2406,marié,0.7,5000.0,6294.336841708063
1277,39,non,doctorat,Auvergne-Rhône-Alpes,oui,1889,veuf,0.85,438.31,500.0
1278,39,oui,master,Île-de-France,oui,1524,célibataire,0.09,10000.0,20229.357657695746
1279,59,non,aucun,Hauts-de-France,non,2053,marié,0.71,889.81,500.0
1280,44,oui,master,Île-de-France,non,1872,marié,0.33,10000.0,25731.459876239493
1281,29,oui,doctorat,Île-de-France,non,2694,marié,0.78,5175.89104031576,45130.2789631342
1282,63,oui,doctorat,Bretagne,non,2489,célibataire,0.66,5175.89104031576,13313.318582046735
1283,62,non,bac+2,Provence-Alpes-Côte d’Azur,oui,1890,marié,0.01,452.79,500.0
1284,74,oui,bac,Auvergne-Rhône-Alpes,oui,500,divorcé,0.2,5000.0,500.0
1285,67,oui,master,Île-de-France,non,1552,célibataire,0.23,722.88,31396.49181776067
1286,40,non,bac+2,Auvergne-Rhône-Alpes,oui,4145,divorcé,0.56,5000.0,500.0
1287,22,non,master,Hauts-de-France,non,2411,veuf,0.16,10000.0,21703.552462423624
1288,60,non,bac,Normandie,non,1515,célibataire,0.95,10000.0,500.0
1289,62,oui,doctorat,Île-de-France,non,1808,veuf,0.42,5175.89104031576,39972.446769433605
1290,42,oui,doctorat,Île-de-France,oui,5066,marié,0.88,5175.89104031576,31279.742991111896
1291,73,oui,master,Île-de-France,non,2755,célibataire,0.32,875.05,33204.5400367384
1292,60,non,master,Auvergne-Rhône-Alpes,non,500,célibataire,0.47,10000.0,15178.430230121532
1293,38,non,bac,Corse,non,1986,divorcé,0.75,5000.0,500.0
1294,36,non,bac+2,Provence-Alpes-Côte d’Azur,oui,2375,divorcé,0.03,5175.89104031576,6533.493722478406
1295,47,non,bac+2,Hauts-de-France,oui,1522,divorcé,0.94,5175.89104031576,500.0
1296,66,oui,bac,Hauts-de-France,oui,1178,célibataire,0.18,5175.89104031576,500.0
1297,74,oui,aucun,Corse,non,500,veuf,0.95,5000.0,500.0
1298,73,non,master,Corse,oui,2986,marié,0.8,10000.0,500.0
1299,42,oui,master,Corse,oui,1981,célibataire,0.94,10000.0,500.0
1300,75,oui,master,Occitanie,oui,1929,marié,0.69,5175.89104031576,500.0
1301,65,non,aucun,Provence-Alpes-Côte d’Azur,non,4687,divorcé,0.75,1204.43,500.0
1302,29,non,master,Bretagne,oui,4280,marié,0.77,5000.0,500.0
1303,38,oui,aucun,Occitanie,non,2173,célibataire,0.46,1086.19,3763.365375700911
1304,71,non,bac+2,Île-de-France,non,4628,célibataire,0.78,704.03,24566.58607165321
1305,31,non,bac+2,Hauts-de-France,oui,4797,marié,0.58,5000.0,9911.22582326303
1306,20,non,aucun,Auvergne-Rhône-Alpes,non,3624,divorcé,0.86,5000.0,500.0
1307,44,non,bac,Normandie,non,1787,marié,0.44,10000.0,500.0
1308,41,oui,bac+2,Auvergne-Rhône-Alpes,oui,2836,veuf,0.15,5000.0,500.0
1309,28,non,doctorat,Bretagne,non,4466,divorcé,0.34,5000.0,26843.61226337767
1310,55,non,doctorat,Occitanie,non,500,célibataire,0.98,5000.0,500.0
1311,65,non,doctorat,Bretagne,oui,2476,célibataire,0.36,10000.0,14320.295219647898
1312,23,oui,bac,Bretagne,oui,3258,marié,0.86,5000.0,21421.379721887948
1313,25,oui,bac,Hauts-de-France,non,2974,célibataire,0.78,5000.0,14974.19121062256
1314,31,non,bac,Auvergne-Rhône-Alpes,non,500,veuf,0.35,10000.0,500.0
1315,56,oui,aucun,Normandie,oui,3145,marié,0.57,971.08,500.0
1316,54,oui,master,Bretagne,oui,2513,veuf,0.85,10000.0,15466.498817494508
1317,70,non,aucun,Île-de-France,non,4483,célibataire,0.9,5175.89104031576,23580.485140549903
1318,74,non,master,Bretagne,oui,1372,marié,0.85,548.34,500.0
1319,26,oui,master,Corse,oui,1191,marié,0.93,5175.89104031576,500.0
1320,54,oui,doctorat,Île-de-France,non,2374,célibataire,0.46,10000.0,31540.66438672988
1321,55,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,4000,marié,0.73,5175.89104031576,500.0
1322,49,non,bac,Bretagne,oui,2163,veuf,0.91,10000.0,500.0
1323,61,oui,doctorat,Provence-Alpes-Côte d’Azur,non,2406,divorcé,0.28,5175.89104031576,33581.25319432047
1324,64,oui,master,Occitanie,non,1488,divorcé,0.27,5175.89104031576,25567.82025045327
1325,31,oui,bac,Bretagne,non,3517,marié,0.53,5175.89104031576,3770.4664092956295
1326,61,oui,doctorat,Normandie,oui,2407,marié,0.66,5000.0,4658.501555863989
1327,28,oui,master,Provence-Alpes-Côte d’Azur,non,1808,marié,0.95,10000.0,35199.24968214522
1328,55,oui,aucun,Provence-Alpes-Côte d’Azur,oui,1217,veuf,0.39,5175.89104031576,500.0
1329,24,non,aucun,Normandie,oui,2414,veuf,0.42,5000.0,500.0
1330,60,oui,master,Corse,oui,3742,veuf,0.25,781.93,500.0
1331,63,non,bac+2,Île-de-France,non,3836,veuf,0.2,5175.89104031576,14931.5320834179
1332,44,oui,aucun,Auvergne-Rhône-Alpes,oui,3994,divorcé,0.91,5175.89104031576,500.0
1333,72,non,bac+2,Normandie,oui,2989,divorcé,0.04,5000.0,12229.95280457813
1334,47,oui,aucun,Provence-Alpes-Côte d’Azur,oui,500,marié,0.86,457.37,500.0
1335,50,oui,doctorat,Bretagne,non,954,veuf,0.65,5175.89104031576,32459.69464009423
1336,70,oui,bac,Bretagne,oui,1847,marié,0.44,789.75,500.0
1337,75,non,bac,Provence-Alpes-Côte d’Azur,oui,3776,marié,0.98,5175.89104031576,12526.507075535286
1338,55,non,aucun,Île-de-France,non,500,célibataire,0.56,682.02,500.0
1339,65,non,aucun,Auvergne-Rhône-Alpes,oui,2224,divorcé,0.92,5000.0,1407.8691143482913
1340,66,oui,master,Occitanie,oui,1187,marié,0.14,10000.0,5320.129056698557
1341,26,oui,doctorat,Île-de-France,oui,1833,marié,0.43,783.96,22104.480358947632
1342,30,oui,master,Normandie,non,2361,divorcé,0.86,10000.0,22933.21627026551
1343,67,oui,bac,Auvergne-Rhône-Alpes,non,3917,marié,0.05,5000.0,500.0
1344,30,oui,bac,Auvergne-Rhône-Alpes,oui,3473,marié,0.02,10000.0,8481.375380806485
1345,70,oui,bac+2,Corse,oui,2771,marié,0.67,5175.89104031576,500.0
1346,61,non,bac+2,Normandie,oui,2103,veuf,0.59,856.01,10051.55635890977
1347,23,non,doctorat,Bretagne,non,1233,célibataire,0.38,5175.89104031576,21868.545933568254
1348,41,non,aucun,Île-de-France,oui,2372,divorcé,0.38,5175.89104031576,500.0
1349,18,non,bac,Corse,oui,1691,divorcé,0.86,5000.0,500.0
1350,56,non,bac,Hauts-de-France,oui,1889,marié,0.63,10000.0,500.0
1351,49,non,doctorat,Hauts-de-France,oui,1895,marié,0.64,5000.0,500.0
1352,58,non,master,Auvergne-Rhône-Alpes,non,531,divorcé,0.53,5000.0,8950.288958770454
1353,69,oui,doctorat,Île-de-France,oui,3568,célibataire,0.44,5000.0,31302.518701116813
1354,54,non,aucun,Occitanie,oui,3828,divorcé,0.49,10000.0,500.0
1355,62,oui,aucun,Île-de-France,non,3401,divorcé,0.9,10000.0,29666.38886169505
1356,19,non,aucun,Île-de-France,non,1046,marié,0.74,1204.27,500.0
1357,24,non,bac,Occitanie,non,4522,marié,0.26,5175.89104031576,500.0
1358,27,non,doctorat,Occitanie,non,3329,marié,0.68,10000.0,29571.190441546645
1359,36,oui,bac+2,Occitanie,non,5954,veuf,0.32,10000.0,9747.12238551886
1360,71,oui,aucun,Occitanie,non,5677,veuf,0.9,5000.0,500.0
1361,26,non,master,Occitanie,oui,1293,marié,0.52,10000.0,500.0
1362,52,oui,master,Auvergne-Rhône-Alpes,non,2490,marié,0.2,511.73,500.0
1363,58,non,master,Provence-Alpes-Côte d’Azur,non,3725,marié,0.43,5175.89104031576,30506.79091470309
1364,42,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3582,divorcé,0.13,10000.0,21656.705288511614
1365,32,non,bac+2,Corse,oui,2349,célibataire,0.31,5175.89104031576,3475.292708429306
1366,42,oui,bac,Normandie,oui,4780,marié,0.81,5175.89104031576,22786.535751279083
1367,68,oui,bac+2,Bretagne,oui,500,veuf,0.96,429.38,10222.903479506209
1368,41,oui,aucun,Hauts-de-France,non,2976,célibataire,0.91,10000.0,500.0
1369,52,non,bac,Auvergne-Rhône-Alpes,non,3126,célibataire,0.66,5000.0,12133.434758795634
1370,51,non,bac+2,Provence-Alpes-Côte d’Azur,non,2599,divorcé,0.08,1226.34,24111.650847522527
1371,68,oui,master,Normandie,non,2121,célibataire,0.52,5000.0,16707.320410262688
1372,56,oui,doctorat,Auvergne-Rhône-Alpes,oui,2199,célibataire,0.91,5000.0,500.0
1373,43,non,bac,Hauts-de-France,oui,1895,marié,0.38,5000.0,500.0
1374,55,non,bac,Hauts-de-France,oui,1371,célibataire,0.64,10000.0,500.0
1375,35,non,doctorat,Occitanie,non,3178,marié,0.44,5175.89104031576,10190.207082333322
1376,72,non,doctorat,Occitanie,non,1085,marié,0.87,5000.0,500.0
1377,40,non,doctorat,Auvergne-Rhône-Alpes,non,3100,marié,0.32,5000.0,12870.396799192902
1378,66,oui,doctorat,Île-de-France,oui,2070,marié,0.01,10000.0,5333.960879065305
1379,58,oui,doctorat,Auvergne-Rhône-Alpes,non,4116,divorcé,0.08,5175.89104031576,43237.44413660659
1380,38,non,bac+2,Occitanie,non,3301,marié,0.85,987.48,500.0
1381,47,non,doctorat,Occitanie,oui,1814,divorcé,0.77,425.13,5861.601369813137
1382,18,non,master,Hauts-de-France,oui,2895,veuf,0.87,497.32,3691.353682371368
1383,44,oui,aucun,Auvergne-Rhône-Alpes,non,1134,veuf,0.93,932.49,500.0
1384,66,oui,bac+2,Bretagne,non,2461,marié,0.25,5000.0,13321.319313721186
1385,32,oui,master,Occitanie,oui,1518,marié,0.17,10000.0,20258.69713971608
1386,19,non,bac,Occitanie,oui,2287,célibataire,0.7,10000.0,500.0
1387,48,oui,bac,Hauts-de-France,oui,2324,marié,0.54,5000.0,500.0
1388,64,non,aucun,Normandie,non,2989,marié,0.39,5175.89104031576,500.0
1389,18,oui,master,Occitanie,non,3086,divorcé,1.0,5175.89104031576,31670.335398632797
1390,26,non,bac,Bretagne,oui,3587,veuf,0.68,10000.0,5624.842961073869
1391,24,non,master,Normandie,oui,2189,célibataire,0.63,10000.0,500.0
1392,23,oui,bac,Auvergne-Rhône-Alpes,non,2121,célibataire,0.65,10000.0,10090.280141473597
1393,71,oui,bac+2,Normandie,non,2907,divorcé,0.64,5000.0,22790.56904739361
1394,23,oui,doctorat,Normandie,oui,2968,célibataire,0.65,10000.0,500.0
1395,72,non,master,Bretagne,oui,1413,marié,0.58,873.89,8398.433450596822
1396,43,oui,aucun,Île-de-France,non,2512,marié,0.15,10000.0,24858.58912508387
1397,74,oui,bac,Île-de-France,oui,3011,marié,0.6,10000.0,16429.714267810396
1398,53,non,bac+2,Normandie,non,2404,veuf,0.57,10000.0,500.0
1399,62,oui,aucun,Corse,oui,1296,veuf,0.6,10000.0,500.0
1400,40,non,master,Île-de-France,oui,1197,veuf,0.02,5000.0,12046.957747907947
1401,29,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,500,marié,0.45,5175.89104031576,21541.000792745766
1402,56,non,master,Occitanie,oui,3542,marié,0.75,5175.89104031576,21249.6816805135
1403,67,non,aucun,Auvergne-Rhône-Alpes,non,500,divorcé,0.2,5000.0,500.0
1404,73,oui,bac,Normandie,oui,2011,marié,0.62,5175.89104031576,500.0
1405,21,oui,master,Normandie,non,679,marié,0.54,5000.0,500.0
1406,30,non,doctorat,Corse,non,3917,divorcé,0.91,10000.0,3687.2000423902095
1407,46,oui,master,Corse,non,1376,marié,0.62,5175.89104031576,500.0
1408,28,non,master,Corse,non,3210,marié,0.21,1019.91,9263.457047040934
1409,71,oui,doctorat,Auvergne-Rhône-Alpes,oui,4141,marié,0.12,5000.0,29714.971324441485
1410,55,oui,bac+2,Provence-Alpes-Côte d’Azur,non,2599,marié,0.96,5175.89104031576,500.0
1411,68,non,aucun,Normandie,non,2351,marié,0.7,10000.0,500.0
1412,45,non,aucun,Auvergne-Rhône-Alpes,oui,1362,marié,0.83,5175.89104031576,500.0
1413,52,oui,doctorat,Corse,oui,3146,marié,0.27,5000.0,14712.236943974063
1414,40,non,bac,Normandie,non,2214,divorcé,0.21,5175.89104031576,1434.4868463231576
1415,65,oui,doctorat,Bretagne,oui,1737,divorcé,0.56,5175.89104031576,24727.910347524048
1416,19,oui,bac+2,Provence-Alpes-Côte d’Azur,non,3849,veuf,0.47,716.14,38531.31065496543
1417,74,non,doctorat,Bretagne,non,500,marié,1.0,1579.64,18893.94049952263
1418,37,non,bac+2,Auvergne-Rhône-Alpes,oui,2821,marié,0.53,10000.0,10327.666763148058
1419,39,oui,bac+2,Bretagne,non,1761,célibataire,0.59,10000.0,23625.094535198965
1420,67,non,doctorat,Corse,oui,3095,marié,0.23,5175.89104031576,6704.007734065711
1421,61,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,3443,marié,0.83,5000.0,18647.06056678005
1422,68,non,aucun,Corse,non,2704,divorcé,0.02,484.54,500.0
1423,24,non,aucun,Provence-Alpes-Côte d’Azur,non,3334,marié,0.19,703.82,500.0
1424,67,non,doctorat,Corse,oui,3505,marié,0.74,5000.0,11631.259559968592
1425,23,non,master,Provence-Alpes-Côte d’Azur,non,2093,marié,0.48,10000.0,21984.782657532254
1426,50,non,aucun,Auvergne-Rhône-Alpes,oui,1647,divorcé,0.41,10000.0,500.0
1427,32,non,doctorat,Normandie,non,636,marié,0.07,1274.01,25509.828333795755
1428,25,non,doctorat,Hauts-de-France,non,1545,veuf,0.88,656.64,20007.60148801386
1429,27,oui,doctorat,Hauts-de-France,oui,1760,marié,0.09,5175.89104031576,500.0
1430,35,non,aucun,Île-de-France,oui,6149,marié,0.88,5000.0,500.0
1431,73,oui,bac+2,Auvergne-Rhône-Alpes,non,625,marié,0.12,5000.0,25669.544147114568
1432,67,non,bac,Hauts-de-France,oui,1713,divorcé,0.23,5000.0,500.0
1433,73,oui,aucun,Normandie,oui,4590,célibataire,0.85,5000.0,500.0
1434,26,non,bac,Bretagne,oui,4050,divorcé,0.87,330.17,500.0
1435,61,non,bac+2,Île-de-France,oui,2748,divorcé,0.63,5000.0,9434.659540117997
1436,69,non,aucun,Île-de-France,oui,3818,marié,0.25,5000.0,6310.894952435596
1437,57,oui,master,Île-de-France,oui,2388,marié,0.74,920.1,26779.77125009917
1438,67,oui,doctorat,Hauts-de-France,oui,500,veuf,0.94,5000.0,20052.53611447455
1439,46,oui,bac+2,Corse,oui,2302,divorcé,0.04,5175.89104031576,500.0
1440,26,non,bac,Hauts-de-France,oui,500,veuf,0.85,10000.0,500.0
1441,63,non,bac,Occitanie,oui,4769,célibataire,0.57,5175.89104031576,4036.323974507442
1442,71,non,doctorat,Corse,oui,2844,célibataire,0.31,498.67,500.0
1443,73,non,doctorat,Occitanie,non,3031,marié,0.21,5000.0,27494.043447307995
1444,38,non,master,Auvergne-Rhône-Alpes,non,1969,marié,0.97,5175.89104031576,500.0
1445,29,oui,aucun,Occitanie,non,1515,célibataire,0.51,1042.26,500.0
1446,54,oui,bac+2,Occitanie,non,2477,marié,0.98,5175.89104031576,500.0
1447,22,non,aucun,Auvergne-Rhône-Alpes,non,2272,veuf,0.48,5175.89104031576,3340.3206014360453
1448,65,oui,master,Normandie,non,2844,célibataire,0.73,5000.0,7918.3760303489635
1449,46,non,master,Corse,oui,2403,célibataire,0.84,10000.0,4652.61609834892
1450,42,oui,bac,Provence-Alpes-Côte d’Azur,oui,2096,célibataire,0.88,5000.0,500.0
